title,genre,release_year,runtime,rating,vote_count,director,cast1,cast2,cast3,cast4,overview,gross,poster_link,source,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Science Fiction,Sport,Thriller,TV Movie,War,Western,main_genre
Grave Encounters 2,Horror,2012,95.0,5.545,891,John Poliquin,Richard Harmon,Stephanie Bennett,Sean Rogerson,Dylan Playfair,"Tortured by the ghosts of the demonized insane asylum that killed the crew of GRAVE ENCOUNTERS, film students fight to escape death as their own paranormal investigation goes terribly wrong in this horrifying sequel.",0.0,https://image.tmdb.org/t/p/w500/zzq1JCjsk7buXVOA0mwRH7zbHOP.jpg,TMDB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Horror
Monster High: Ghouls Rule,"Animation, Family",2012,70.0,6.8,100,Mike Fetterly,Kate Higgins,Cindy Robinson,Salli Saffioti,Erin Fitzgerald,"Monster High: Ghouls Rule unearths an old conflict between ""Normies"" and monsters - and things are about to get scary! For years, students at Monster High were warned that Halloween was a night to stay inside and avoid conflict at all costs. But Frankie and her friends discover that ghouls and ""Normies"" once loved to spend the holiday together! The ghouls decide to turn back the clock and use the night to celebrate their individuality and show that it's okay to ""Be Yourself. Be Unique. Be a Monster!""",0.0,https://image.tmdb.org/t/p/w500/iWGDQ7MK90HOA7p9eWl194kuTx3.jpg,TMDB,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animation
American Horror House,"Horror, TV Movie",2012,85.0,6.2,35,Darin Scott,Alessandra Torresani,Morgan Fairchild,Salina Duplessis,Jackie Tuttle,"On Halloween night, a sorority house is overrun with ghosts, while a vengeful housemother goes on a killing spree.",0.0,https://image.tmdb.org/t/p/w500/sZzJwqbrfKvGXTIhXGDwlJUEtM5.jpg,TMDB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Horror
Don Jon,"Romance, Comedy, Drama",2013,90.0,6.01,4231,Joseph Gordon-Levitt,Joseph Gordon-Levitt,Scarlett Johansson,Julianne Moore,Tony Danza,"A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love.",-3000000.0,https://image.tmdb.org/t/p/w500/uh8bwvgGXeUKzdL4oSul9zxyTcd.jpg,TMDB,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Romance
"Batman: The Dark Knight Returns, Part 2","Science Fiction, Action, Animation, Mystery",2013,78.0,7.919,1451,Jay Oliva,Peter Weller,Ariel Winter,David Selby,Michael Emerson,Batman has stopped the reign of terror that The Mutants had cast upon his city.  Now an old foe wants a reunion and the government wants The Man of Steel to put a stop to Batman.,-3500000.0,https://image.tmdb.org/t/p/w500/arEZYd6uMOFTILne9Ux0A8qctMe.jpg,TMDB,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Science Fiction
The Dog Who Saved the Holidays,"Family, Comedy, TV Movie",2012,87.0,5.1,15,Michael Feifer,Gary Valentine,Elisa Donovan,Dean Cain,Shelley Long,"It's a sun-soaked holiday season for the Bannister family as they travel to Southern California to stay with Aunt Barbara, who surprises them with a new puppy named Eve. Everyone is smitten with Eve -- except for the Bannister's dog, Zeus, who sees what a mischievous animal she is when no one else is around. After deciding to run away, Zeus sees Ted and Stewey, two thrifty thieves, trying to break into the family home while the Bannisters are at church. It's up to Zeus and his newest sister Eve to join together to save the holidays for their family!",0.0,https://image.tmdb.org/t/p/w500/bBgYdui5kwyykzJqYwX6ijv1Jn3.jpg,TMDB,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Family
The Immigrant,"Drama, Romance",2013,117.0,6.3,809,James Gray,Marion Cotillard,Joaquin Phoenix,Jeremy Renner,Dagmara Dominczyk,1921 New York. An immigrant woman is tricked into a life of burlesque and vaudeville until a dazzling magician tries to save her and reunite her with her sister who is being held in the confines of Ellis Island.,-10132314.0,https://image.tmdb.org/t/p/w500/dH9al9Xvsvtmq7LbpafFIY9ZcMZ.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama
Death Race: Inferno,"Action, Science Fiction, Thriller",2013,104.0,5.834,741,Roel Reiné,Luke Goss,Ving Rhames,Danny Trejo,Tanit Phoenix,"Carl Lucas / Frankenstein has won four of his races and needs to win one more to win his freedom. Before his final race, Lucas and his team, car and all, are transferred to another prison where they will compete in a Death Race in the desert. Also, at the same time, Ceaser runs into a marketer who wants to franchise the Death Race program.",-6500000.0,https://image.tmdb.org/t/p/w500/aRV4oC61nmBqypSaXtMXOk99dOM.jpg,TMDB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Action
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,Comedy,2013,80.0,4.076,118,Craig Moss,Kathryn Fiore,Flip Schultz,Olivia Alexander,Arturo del Puerto,"After a stint in a psychiatric hospital, a young woman returns to the house where her father killed the entire cast of The Artist during his exorcism.",-3000000.0,https://image.tmdb.org/t/p/w500/f2YtZ8HHVt0F7sHg8r7GwlSKmKW.jpg,TMDB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
The Vatican Tapes,"Thriller, Horror",2015,91.0,5.3,743,Mark Neveldine,Olivia Taylor Dudley,Michael Peña,Peter Andersson,Djimon Hounsou,"In a highly secured vault deep within the walls of Vatican City, the Catholic Church holds thousands of old films and video footage documenting exorcisms/supposed exorcisms and other unexplained religious phenomena they feel the world is not ready to see. This is the first tape - Case 83-G - stolen from these archives and exposed to the public by an anonymous source.",-11215237.0,https://image.tmdb.org/t/p/w500/eXN0zdTpm772ZCfnCeLAONguqxe.jpg,TMDB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Thriller
Underworld: Endless War,"Action, Animation, Horror",2011,18.0,6.752,163,Juno John Lee,Laura Harris,Mark Oliver,Trevor Devall,Brian Dobson,Follows Selene across 3 separate periods in history as she hunts a group of Lycan brothers.,0.0,https://image.tmdb.org/t/p/w500/4yNXdOfieIw4ZNdvOuHr1iuLGV.jpg,TMDB,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Action
The Strange Thing About the Johnsons,"Drama, Horror",2011,30.0,6.9,307,Ari Aster,Billy Mayo,Brandon Greenhouse,Angela Bullock,Carlon Jeffery,A dark domestic drama about the familial ties that bind and the ties that really bind.,0.0,https://image.tmdb.org/t/p/w500/ac2GXs7rJ7eQBKcvjRA3VDSNxA4.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Drama
Out of the Furnace,"Thriller, Drama, Crime",2013,116.0,6.6,1920,Scott Cooper,Christian Bale,Zoe Saldaña,Woody Harrelson,Sam Shepard,"Two brothers live in the economically-depressed Rust Belt, when a cruel twist of fate lands one in prison. His brother is then lured into one of the most violent crime rings in the Northeast.",-6600000.0,https://image.tmdb.org/t/p/w500/cOuQQ4eRpSBxb0G9OXzWE1pHPeq.jpg,TMDB,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Thriller
Lady Libertine,"Drama, Romance",1984,83.0,5.5,13,Gérard Kikoïne,Christopher Pearson,Jennifer Inch,Sophie Favier,Emmanuel Karsen,"Charlie, a young aristocrat in turn of the century England, meets a boy named Frank on the road to Portsmouth. What Charlie doesn't realize is that Frank is actually Frances, who's donned a disguise to escape working at a brothel. Charlie takes Frank/Frances into his home, and when he discovers her true identity, the two become lovers.",0.0,https://image.tmdb.org/t/p/w500/apO6C9L3cIGKdjv0do0gLPnlIiF.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama
Monster High: Friday Night Frights,"Animation, Family",2012,46.0,7.7,127,Dustin McKenzie,Kate Higgins,Debi Derryberry,Salli Saffioti,Laura Bailey,"SKRM (Skultimate Roller Maze) is an annual tournament between Monster High and different monster high schools that consists of a roller derby of dangerous obstacles and mazes. Granite City High, a high school team of gargoyles and Monster High's oldest rivals, won the school crest after defeating them in SKRM, and with it taking the school spirit. This has resulted in the school literally beginning to fall apart, and due to the boys serious injuries after the tournament, they decide not to participate any longer.  This prompts the ghouls to play SKRM in the boys place, and they suit up and begin training. However, the boys protest and claim SKRM is a boys sport only, and they won't help the ghouls train. This only pushes them to work harder, with the goal of making it to the championship game to defeat Granite City High.",0.0,https://image.tmdb.org/t/p/w500/uqZHaek1t96silSuwEEeEo86qE9.jpg,TMDB,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animation
Curse of Chucky,"Horror, Thriller",2013,97.0,5.889,1529,Don Mancini,Fiona Dourif,Brad Dourif,Danielle Bisutti,Summer H. Howell,"After her mother's mysterious death, Nica begins to suspect that the talking, red-haired doll her visiting niece has been playing with may be the key to the mounting bloodshed and chaos.",-1200000.0,https://image.tmdb.org/t/p/w500/x9DzkDWp8O82Wzxk6otuD9bce9a.jpg,TMDB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Horror
Monster High: Why Do Ghouls Fall in Love?,"Fantasy, Animation",2012,45.0,8.0,160,Steve Sacks,Debi Derryberry,Ogie Banks,Jonathan Lipow,Erin Fitzgerald,"Draculaura’s Sweet 1600th birthday is an extra special occasion to party at Monster High! But her high expectations lead to deadly results when she’s faced with the choice between practical boyfriend Clawd, and new vampire heartthrob, Valentine, a romantic blast from her past. Her ghoulfriends find it odd that Valentine created a holiday in her honor, but oddly named it after himself (how romantic?) and have to stop him before he steals her heart… literally. Draculaura must decide which boy is right for her before the party! Will she find out about Valentine’s sinister plan? Will her best ghoulfriends be able to help her in time? And most importantly… will Draculaura pass her driving test?",0.0,https://image.tmdb.org/t/p/w500/ehsu0cjPtivGSHn0tuoFpRXKpuN.jpg,TMDB,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fantasy
Prison Break: The Final Break,"Action, Drama, Thriller",2009,89.0,7.521,640,Kevin Hooks,Wentworth Miller,Sarah Wayne Callies,Dominic Purcell,Jodi Lyn O'Keefe,"The movie covers the events which occurred in between the downfall of The Company and the finale of the TV series (SEASON 4). It details the arrest and incarceration of Sara Tancredi, the final escape plan which Michael devises for Sara, and reveals the ultimate fate of Gretchen Morgan.",0.0,https://image.tmdb.org/t/p/w500/jZRs7TEwsPnNMKGJs312uAg2lyo.jpg,TMDB,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Action
The Colony,"Action, Science Fiction, Thriller",2013,95.0,5.419,1119,Jeff Renfroe,Kevin Zegers,Laurence Fishburne,Bill Paxton,Charlotte Sullivan,"Forced underground by the next ice age, a struggling outpost of survivors must fight to preserve humanity against a threat even more savage than nature.",-16000000.0,https://image.tmdb.org/t/p/w500/zC4lm38NV09xzHJVAw4jpTfhJjB.jpg,TMDB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Action
Heavenly Touch,"Drama, Romance",2009,89.0,5.974,19,Joel Lamangan,Paolo Serrano,Joash Balejado,Marco Morales,Gwen Garci,"Jonard is having trouble making ends meet. His mother is suffering from depression, and he and his sister are forced to quit school in order to take care of her. One day, Jonard meets up his friend Rodel, and Rodel introduces him to the world of massage parlors. Rodel teaches him massage, and brings him to Heavenly Touch, a syndicate-run massage parlor that mostly caters to homosexuals.",0.0,https://image.tmdb.org/t/p/w500/ory8WuAqznTE7lfopTSymHpop2t.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama
Ninja: Shadow of a Tear,"Action, Crime, Thriller",2013,95.0,6.659,371,Isaac Florentine,Scott Adkins,Kane Kosugi,Shun Sugata,Mika Hijii,"Fight everyone and trust no one: it's the code of survival practiced by martial-arts master Casey Bowman after his life of domestic bliss is shattered by a savage act of violence. Vowing revenge, the fearless American stealthily tracks the killer from Osaka to Bangkok to Rangoon with the help of a wise and crafty sensei. His only clues: a series of victims whose necks bear the distinctive mark of strangulation by barbed wire. Fighting to avenge as well as to survive, Casey must sharpen his razor-like responses and take his battle skills to the next level, even using deep meditation to fake his own death. His target: the sinister drug lord Goro, who is flooding the streets with deadly meth cooked at his remote jungle factory. To prepare for his ultimate confrontation, Casey must finally become an invisible warrior worthy of the name Ninja. But just when his prey is cornered, an unexpected twist shows Casey that his battle is only beginning: he truly can trust no one.",0.0,https://image.tmdb.org/t/p/w500/f4i1wzuyFXv6NHREAy4fPPGSH7E.jpg,TMDB,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Action
Child 44,"Crime, Thriller",2015,137.0,6.277,1623,Daniel Espinosa,Tom Hardy,Gary Oldman,Noomi Rapace,Fares Fares,"Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership.",-46675670.0,https://image.tmdb.org/t/p/w500/5OCQvDKHbQbhs6bby3Aa6Tmsg92.jpg,TMDB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Crime
Justice League: The Flashpoint Paradox,"Animation, Science Fiction, Action, Adventure",2013,75.0,7.89,1806,Jay Oliva,Justin Chambers,C. Thomas Howell,Michael B. Jordan,Kevin McKidd,The Flash finds himself in a war-torn alternate timeline and teams up with alternate versions of his fellow heroes to restore the timeline.,-3500000.0,https://image.tmdb.org/t/p/w500/isCknjIWem0W3KwNUDLrDN7F40H.jpg,TMDB,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Animation
Hands of Stone,Drama,2016,105.0,6.575,399,Jonathan Jakubowicz,Edgar Ramírez,Robert De Niro,Usher,Rubén Blades,The legendary Roberto Duran and his equally legendary trainer Ray Arcel change each other's lives.,-15000000.0,https://image.tmdb.org/t/p/w500/rpAYkkc7ltnxnMXOZLPuI9A6cuB.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
The Legend of Hercules,"Action, Adventure",2014,99.0,4.796,1295,Renny Harlin,Kellan Lutz,Liam McIntyre,Gaia Weiss,Scott Adkins,"In Ancient Greece 1200 B.C., a queen succumbs to the lust of Zeus to bear a son promised to overthrow the tyrannical rule of the king and restore peace to a land in hardship. But this prince, Hercules, knows nothing of his real identity or his destiny. He desires only one thing: the love of Hebe, Princess of Crete, who has been promised to his own brother. When Hercules learns of his greater purpose, he must choose: to flee with his true love or to fulfill his destiny and become the true hero of his time. The story behind one of the greatest myths is revealed in this action-packed epic - a tale of love, sacrifice and the strength of the human spirit.",-8720548.0,https://image.tmdb.org/t/p/w500/aAnRHLq50AbGWEibXHjmLbp2Tze.jpg,TMDB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
Hideout in the Sun,"Drama, Crime, Romance",1960,70.0,5.2,18,Larry Wolk,Greg Conrad,Dolores Carlos,Earl Bauer,Carol Little,"Two brothers rob a bank and take a young girl hostage. They find out that the girl is a nudist, so they force her to take them to a nudist colony so they can hide out.",0.0,https://image.tmdb.org/t/p/w500/3WkldXQtxtyl9m7e0PxcgjvuT1r.jpg,TMDB,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama
Don't Talk to Strangers,"TV Movie, Thriller, Crime",1994,90.0,4.8,17,Robert Michael Lewis,Pierce Brosnan,Shanna Reed,Terry O'Quinn,Michael MacRae,"After Jane's first marriage collapses, she and her new husband Patrick Brody attempt to build a new life and move to a new state. However, her ex-husband follows them with a view to revenge.",0.0,https://image.tmdb.org/t/p/w500/drYzDNODySjuKlokeiP7M0g4e7E.jpg,TMDB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,TV Movie
The Last Days on Mars,"Science Fiction, Thriller, Horror",2013,98.0,5.474,795,Ruairi Robinson,Liev Schreiber,Elias Koteas,Romola Garai,Olivia Williams,"On the last day of the first manned mission to Mars, a crew member of Tantalus Base believes he has made an astounding discovery – fossilized evidence of bacterial life. Unwilling to let the relief crew claim all the glory, he disobeys orders to pack up and goes out on an unauthorized expedition to collect further samples. But a routine excavation turns to disaster when the porous ground collapses and he falls into a deep crevice. His devastated colleagues attempt to recover his body. However, when another vanishes, they start to suspect that the life-form they have discovered is not without danger.",-10575916.0,https://image.tmdb.org/t/p/w500/kxcQkAhpn8cvJTsU8PXblI5Qq8F.jpg,TMDB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Science Fiction
Third Person,"Drama, Romance",2014,137.0,5.9,590,Paul Haggis,Liam Neeson,Mila Kunis,Adrien Brody,James Franco,"An acclaimed novelist struggles to write an analysis of love in one of three stories, each set in a different city, that detail the beginning, middle and end of a relationship.",-26250799.0,https://image.tmdb.org/t/p/w500/8HfxGEbQnPvIzaYAHMvu947r8sQ.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama
Barbie Mariposa & the Fairy Princess,"Animation, Family, Fantasy",2013,75.0,6.898,308,William Lau,Kelly Sheridan,Maryke Hendrikse,Tabitha St. Germain,Kathleen Barr,"Mariposa becomes the Royal Ambassador of Flutterfield, and is sent to bring peace between her fairy land and their rivals, the Crystal Fairies of Shimmervale. While Mariposa doesn't make a great first impression on  the King, she becomes fast friends with his shy daughter, Princess Catania. However, a misunderstanding causes Mariposa to be banished from their fairy land. As Mariposa and Zee returns to Flutterfield, they encounter a dark fairy on her way to destroy Shimmervale. Mariposa rushes back and helps Princess Catania to save their fairy land and together, the two girls prove that the best way to make a friend, is to be a friend.",0.0,https://image.tmdb.org/t/p/w500/aUVd4itaF4mDFgld99wMIihjUK7.jpg,TMDB,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animation
Blackhat,"Crime, Thriller, Action",2015,133.0,5.488,1990,Michael Mann,Chris Hemsworth,Tang Wei,Leehom Wang,Viola Davis,"Nicholas Hathaway, a furloughed convict, and his American and Chinese partners hunt a high-level cybercrime network from Chicago to Los Angeles to Hong Kong to Jakarta. As Hathaway closes in, the stakes become personal as he discovers that the attack on a Chinese nuclear power plant was just the beginning.",-52247060.0,https://image.tmdb.org/t/p/w500/7zu6HPnKPjNA7NuR4DGRdaH0PdX.jpg,TMDB,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Crime
Scooby-Doo! Stage Fright,"Family, Adventure, Animation, Comedy, Mystery",2013,75.0,7.593,210,Victor Cook,Frank Welker,Mindy Cohn,Grey DeLisle,Matthew Lillard,"Join Scooby-Doo, Shaggy and the Mystery Inc. crew as they head to Chicago for Talent Star, a hit talent show in which Fred and Daphne are finalists with some high hopes. Unlucky for them, the competition is frightful as the show is being broadcast from an opera house with a history of horrors and a particularly vengeful phantom that has cursed the show's production.",0.0,https://image.tmdb.org/t/p/w500/yI12z4mrNDl75no6zxQS2pBswG4.jpg,TMDB,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Family
